Ticker,Call,Date
CRWD,Negative Mention,2019-06-21
IIPR,Negative Mention,2019-06-21
ATVI,Negative Mention,2019-06-21
STWD,Buy,2019-06-21
STZ,Positive Mention,2019-06-21
KMX,Buy,2019-06-21
CVS,Buy,2019-06-21
SMG,Negative Mention,2019-06-21
WBA,Negative Mention,2019-06-21
GIS,Negative Mention,2019-06-21
DELL,Positive Mention,2019-06-21
MKC,Buy,2019-06-21
PEP,Buy,2019-06-21
MDLZ,Buy,2019-06-21
VMW,Buy,2019-06-21
BRK.B,Buy,2019-06-21
MU,Negative Mention,2019-06-21
CY,Sell,2019-06-21
EW,Buy,2019-07-09
OKTA,Buy,2019-07-09
ACB,Sell,2019-07-09
IBM,Buy,2019-07-09
PYPL,Buy,2019-07-09
F,Negative Mention,2019-07-09
PEP,Positive Mention,2019-07-09
FTNT,Buy,2019-07-09
BAC,Buy,2019-07-09
BEP,Buy,2019-07-09
PANW,Buy,2019-07-09
WEX,Buy,2019-07-09
PG,Negative Mention,2019-07-09
TWLO,Buy,2019-07-10
ZYNE,Negative Mention,2019-07-10
UBER,Negative Mention,2019-07-10
LEVI,Sell,2019-07-10
MSCI,Buy,2019-07-10
BYND,Negative Mention,2019-07-10
AMRN,Buy,2019-07-10
ZBRA,Buy,2019-07-10
GPN,Buy,2019-07-10
ABMD,Buy,2019-07-10
ESTC,Negative Mention,2019-07-10
PLNT,Buy,2019-07-10
TW,Buy,2019-07-10
UPS,Buy,2019-07-10
RVLV,Buy,2019-07-10
CDNA,Positive Mention,2019-07-10
TTWO,Buy,2019-07-10
MPLX,Positive Mention,2019-07-10
AMD,Buy,2019-07-10
GWPH,Buy,2019-07-10
PINS,Buy,2019-07-10
MKTX,Buy,2019-07-10
SNDR,Negative Mention,2019-07-10
ALGN,Buy,2019-07-10
NVDA,Buy,2019-07-10
ORBC,Negative Mention,2019-07-10
LYFT,Negative Mention,2019-07-10
CGC,Positive Mention,2019-07-11
WPC,Positive Mention,2019-07-11
COST,Buy,2019-07-11
V,Buy,2019-07-11
WING,Buy,2019-07-11
TELL,Buy,2019-07-11
GWPH,Positive Mention,2019-07-11
CRON,Positive Mention,2019-07-11
WMT,Buy,2019-07-11
BBBY,Sell,2019-07-11
HD,Buy,2019-07-11
TLRY,Sell,2019-07-11
AMGN,Sell,2019-07-11
TGT,Buy,2019-07-11
FDX,Buy,2019-07-11
SRPT,Buy,2019-07-11
MAXR,Sell,2019-07-15
EL,Buy,2019-07-15
SPR,Negative Mention,2019-07-15
SBUX,Buy,2019-07-15
KHC,Sell,2019-07-15
BMY,Buy,2019-07-15
VMW,Buy,2019-07-15
PG,Buy,2019-07-15
TEN,Negative Mention,2019-07-15
LLY,Buy,2019-07-15
MCD,Buy,2019-07-15
CMG,Buy,2019-07-15
DD,Negative Mention,2019-07-15
MRVL,Buy,2019-07-15
GM,Negative Mention,2019-07-15
IBM,Buy,2019-07-16
BC,Positive Mention,2019-07-16
V,Buy,2019-07-16
SYMC,Buy,2019-07-16
MBUU,Negative Mention,2019-07-16
URI,Buy,2019-07-16
DHR,Buy,2019-07-16
ARW,Negative Mention,2019-07-16
CSX,Negative Mention,2019-07-16
DPZ,Buy,2019-07-16
DIN,Buy,2019-07-16
KMX,Negative Mention,2019-07-16
CLX,Buy,2019-07-16
ILMN,Negative Mention,2019-07-16
JPM,Buy,2019-07-16
QLYS,Negative Mention,2019-07-16
UNP,Negative Mention,2019-07-17
WM,Buy,2019-07-17
IDXX,Buy,2019-07-17
SAM,Buy,2019-07-17
TPVG,Sell,2019-07-17
SHOP,Buy,2019-07-17
JPM,Buy,2019-07-17
C,Buy,2019-07-17
CATO,Sell,2019-07-17
PANW,Buy,2019-07-17
GS,Buy,2019-07-17
LMT,Buy,2019-07-17
PAYC,Positive Mention,2019-07-17
NSC,Negative Mention,2019-07-17
WFC,Negative Mention,2019-07-17
ABT,Buy,2019-07-17
BAC,Buy,2019-07-17
PH,Buy,2019-07-17
IBM,Buy,2019-07-18
SIX,Negative Mention,2019-07-18
ALDR,Positive Mention,2019-07-18
NUE,Buy,2019-07-18
COST,Buy,2019-07-18
NVS,Buy,2019-07-18
DAN,Sell,2019-07-18
EPR,Buy,2019-07-18
TSLA,Negative Mention,2019-07-18
CBU,Negative Mention,2019-07-18
JNJ,Sell,2019-07-18
CSX,Sell,2019-07-18
NFLX,Sell,2019-07-18
BAC,Buy,2019-07-18
UNP,Buy,2019-07-18
GS,Buy,2019-07-18
KO,Buy,2019-07-18
DHR,Buy,2019-07-22
SGEN,Buy,2019-07-22
AAPL,Negative Mention,2019-07-22
GH,Positive Mention,2019-07-22
RRC,Sell,2019-07-22
GO,Negative Mention,2019-07-22
COST,Buy,2019-07-22
WMT,Buy,2019-07-22
TGT,Buy,2019-07-22
GWPH,Buy,2019-07-22
BRK.B,Buy,2019-07-22
HD,Buy,2019-07-22
ZYNE,Sell,2019-07-22
MU,Positive Mention,2019-07-22
ABT,Buy,2019-07-23
CRSP,Buy,2019-07-23
HSY,Negative Mention,2019-07-23
KO,Buy,2019-07-23
CLDR,Sell,2019-07-23
KMB,Buy,2019-07-23
EBAY,Buy,2019-07-23
MRNA,Buy,2019-07-23
CDNS,Buy,2019-07-23
HAS,Buy,2019-07-23
DXCM,Buy,2019-07-23
MDLZ,Buy,2019-07-23
TNDM,Positive Mention,2019-07-23
PFE,Buy,2019-07-23
TXN,Buy,2019-07-24
UPS,Buy,2019-07-24
NOW,Buy,2019-07-24
LHX,Buy,2019-07-24
CAT,Negative Mention,2019-07-24
IRM,Buy,2019-07-24
SMLP,Sell,2019-07-24
T,Buy,2019-07-24
TWLO,Buy,2019-07-24
FHN,Buy,2019-07-24
AEP,Buy,2019-07-25
TSLA,Negative Mention,2019-07-25
BMY,Buy,2019-07-25
DOW,Negative Mention,2019-07-25
BA,Negative Mention,2019-07-25
MRVL,Buy,2019-07-25
LAD,Buy,2019-07-25
AYX,Buy,2019-07-25
ALGN,Positive Mention,2019-07-25
TXN,Buy,2019-07-25
PYPL,Negative Mention,2019-07-25
RCL,Buy,2019-07-25
ZUO,Negative Mention,2019-07-25
MMM,Negative Mention,2019-07-25
DXC,Sell,2019-07-29
PYPL,Negative Mention,2019-07-29
EXAS,Buy,2019-07-29
VLY,Buy,2019-07-29
CAT,Positive Mention,2019-07-29
NOW,Buy,2019-07-29
SIX,Buy,2019-07-29
NEM,Negative Mention,2019-07-29
IBM,Buy,2019-07-29
SBUX,Buy,2019-07-29
AEM,Buy,2019-07-29
ABBV,Negative Mention,2019-07-29
DLTR,Buy,2019-07-29
CGC,Positive Mention,2019-07-30
CMI,Negative Mention,2019-07-30
CTVA,Negative Mention,2019-07-30
TIF,Sell,2019-07-30
JPM,Buy,2019-07-30
BYND,Negative Mention,2019-07-30
NVDA,Positive Mention,2019-07-30
LEVI,Buy,2019-07-30
CSCO,Buy,2019-07-30
TREX,Buy,2019-07-30
ALLY,Positive Mention,2019-07-30
MLM,Buy,2019-07-30
DIS,Buy,2019-07-30
AAPL,Buy,2019-07-30
SAN,Negative Mention,2019-07-31
SLP,Sell,2019-07-31
IBM,Buy,2019-07-31
ROKU,Buy,2019-07-31
ALB,Negative Mention,2019-07-31
KTB,Buy,2019-07-31
MU,Negative Mention,2019-07-31
TWTR,Buy,2019-07-31
CGC,Positive Mention,2019-07-31
AMD,Buy,2019-07-31
GS,Buy,2019-07-31
INTC,Positive Mention,2019-07-31
MLM,Buy,2019-07-31
CRON,Positive Mention,2019-07-31
DFS,Buy,2019-07-31
UHS,Buy,2019-07-31
CL,Buy,2019-07-31
PG,Buy,2019-07-31
AMRN,Positive Mention,2019-07-31
UPS,Buy,2019-07-31
AAPL,Buy,2019-07-31
NFLX,Buy,2019-08-01
ED,Buy,2019-08-01
CMG,Buy,2019-08-01
CYBR,Buy,2019-08-01
AEP,Buy,2019-08-01
CSCO,Buy,2019-08-01
LAD,Buy,2019-08-01
HOLX,Buy,2019-08-01
PLAN,Positive Mention,2019-08-01
D,Buy,2019-08-01
PG,Negative Mention,2019-08-01
COST,Buy,2019-08-01
RH,Buy,2019-08-01
NTNX,Sell,2019-08-01
YUM,Buy,2019-08-01
HEXO,Negative Mention,2019-08-01
SAH,Positive Mention,2019-08-01
LHX,Buy,2019-08-01
BOOT,Buy,2019-08-01
AEM,Buy,2019-08-05
EXC,Negative Mention,2019-08-05
D,Buy,2019-08-05
APHA,Buy,2019-08-05
LPSN,Buy,2019-08-05
STWD,Buy,2019-08-05
JD,Sell,2019-08-05
PSXP,Negative Mention,2019-08-05
DBX,Buy,2019-08-05
F,Sell,2019-08-05
OXY,Sell,2019-08-05
GILD,Negative Mention,2019-08-05
ISRG,Buy,2019-08-05
BMY,Buy,2019-08-05
CMG,Buy,2019-08-05
GOLD,Buy,2019-08-05
TELL,Buy,2019-08-05
BX,Buy,2019-08-05
SQ,Buy,2019-08-05
T,Buy,2019-08-05
AJG,Buy,2019-08-05
LK,Sell,2019-08-05
FANG,Sell,2019-08-05
DUK,Buy,2019-08-05
C,Buy,2019-08-05
WDC,Negative Mention,2019-08-06
PYPL,Positive Mention,2019-08-06
SYMC,Buy,2019-08-06
TTWO,Buy,2019-08-06
HAIN,Sell,2019-08-06
EA,Negative Mention,2019-08-06
NVCR,Buy,2019-08-06
TWLO,Buy,2019-08-06
FNKO,Negative Mention,2019-08-06
SHW,Buy,2019-08-06
ETSY,Buy,2019-08-06
C,Buy,2019-08-06
FDS,Buy,2019-08-06
CCL,Negative Mention,2019-08-06
BA,Negative Mention,2019-08-06
ZNGA,Sell,2019-08-06
NCLH,Buy,2019-08-06
CHGG,Buy,2019-08-06
GE,Negative Mention,2019-08-06
EOG,Sell,2019-08-06
MA,Buy,2019-08-06
EBAY,Buy,2019-08-06
MU,Buy,2019-08-06
RCL,Buy,2019-08-06
GWPH,Buy,2019-08-07
CRM,Buy,2019-08-07
MAT,Sell,2019-08-07
BHC,Buy,2019-08-07
EMR,Negative Mention,2019-08-07
ATVI,Sell,2019-08-07
HAS,Buy,2019-08-07
PVTL,Sell,2019-08-07
B,Negative Mention,2019-08-07
CVS,Buy,2019-08-07
TTWO,Buy,2019-08-07
TNDM,Buy,2019-08-07
AMD,Buy,2019-08-08
CLDR,Negative Mention,2019-08-08
MPLX,Sell,2019-08-08
LVGO,Buy,2019-08-08
HCAT,Buy,2019-08-08
IIPR,Buy,2019-08-08
ROKU,Buy,2019-08-08
CRZO,Negative Mention,2019-08-08
FIVN,Buy,2019-08-08
PETQ,Buy,2019-08-08
TWTR,Buy,2019-08-08
TGT,Buy,2019-08-12
PLNT,Positive Mention,2019-08-12
COST,Buy,2019-08-12
DG,Positive Mention,2019-08-12
WMT,Buy,2019-08-12
HD,Buy,2019-08-12
MPW,Sell,2019-08-12
DRI,Positive Mention,2019-08-12
DAL,Negative Mention,2019-08-12
IPG,Buy,2019-08-12
SVMK,Buy,2019-08-12
EOLS,Buy,2019-08-12
VTR,Buy,2019-08-12
RVLV,Buy,2019-08-12
DLTR,Positive Mention,2019-08-12
OKTA,Positive Mention,2019-08-12
AMAG,Buy,2019-08-12
KDP,Buy,2019-08-12
TTWO,Buy,2019-08-12
HAS,Buy,2019-08-13
C,Buy,2019-08-13
NUE,Buy,2019-08-13
TSN,Buy,2019-08-13
ADP,Buy,2019-08-13
DD,Buy,2019-08-13
LMT,Buy,2019-08-13
TXN,Buy,2019-08-13
BABA,Positive Mention,2019-08-13
SAFM,Sell,2019-08-13
AAPL,Buy,2019-08-13
ZBRA,Buy,2019-08-13
BBY,Buy,2019-08-13
SWKS,Buy,2019-08-13
NVCR,Buy,2019-08-13
MU,Buy,2019-08-13
DE,Buy,2019-08-13
QCOM,Positive Mention,2019-08-13
TGT,Buy,2019-08-14
WMT,Buy,2019-08-14
BLK,Buy,2019-08-14
DCP,Sell,2019-08-14
BA,Negative Mention,2019-08-14
REAL,Buy,2019-08-14
M,Sell,2019-08-14
TJX,Positive Mention,2019-08-14
HD,Buy,2019-08-14
BURL,Positive Mention,2019-08-14
VFF,Buy,2019-08-14
CSCO,Negative Mention,2019-08-14
KO,Buy,2019-08-14
SEDG,Sell,2019-08-14
AMRN,Negative Mention,2019-08-14
XLNX,Negative Mention,2019-08-14
STM,Positive Mention,2019-08-14
OI,Sell,2019-08-14
COST,Buy,2019-08-14
CVS,Buy,2019-08-14
BRK.B,Buy,2019-08-15
MRVL,Buy,2019-08-15
VIAB,Buy,2019-08-15
AMN,Buy,2019-08-15
M,Negative Mention,2019-08-15
ALC,Buy,2019-08-15
YETI,Buy,2019-08-15
GDOT,Sell,2019-08-15
WMT,Positive Mention,2019-08-15
TSM,Positive Mention,2019-08-15
PENN,Buy,2019-08-15
CME,Buy,2019-08-19
EL,Buy,2019-08-19
NFLX,Positive Mention,2019-08-19
COST,Buy,2019-08-19
FUN,Buy,2019-08-19
M,Sell,2019-08-19
LULU,Buy,2019-08-19
SIX,Negative Mention,2019-08-19
BOOT,Buy,2019-08-19
TGT,Buy,2019-08-19
HEXO,Buy,2019-08-19
AAPL,Buy,2019-08-19
RACE,Buy,2019-08-19
ETSY,Buy,2019-08-19
COLM,Buy,2019-08-19
MSFT,Buy,2019-08-19
INMD,Negative Mention,2019-08-19
UBER,Positive Mention,2019-08-19
CBOE,Positive Mention,2019-08-19
LYFT,Positive Mention,2019-08-19
NVDA,Buy,2019-08-19
WIX,Buy,2019-08-19
WMT,Buy,2019-08-19
HD,Buy,2019-08-19
ICE,Buy,2019-08-19
AYX,Positive Mention,2019-08-20
MTCH,Positive Mention,2019-08-20
HD,Buy,2019-08-20
OKTA,Positive Mention,2019-08-20
SEM,Buy,2019-08-20
BGS,Sell,2019-08-20
IAC,Buy,2019-08-20
EL,Buy,2019-08-20
ANGI,Negative Mention,2019-08-20
EIDX,Negative Mention,2019-08-20
CGC,Sell,2019-08-20
HUBS,Buy,2019-08-21
PAYC,Buy,2019-08-21
PAGS,Sell,2019-08-21
PFE,Sell,2019-08-21
LOW,Buy,2019-08-21
SLB,Sell,2019-08-21
UNP,Buy,2019-08-21
TEVA,Sell,2019-08-21
NEWR,Buy,2019-08-21
WMT,Buy,2019-08-21
ABM,Buy,2019-08-21
TGT,Buy,2019-08-21
APPN,Buy,2019-08-21
NVDA,Buy,2019-08-21
FIVN,Buy,2019-08-21
EQIX,Buy,2019-08-21
ZEN,Buy,2019-08-21
TEAM,Buy,2019-08-21
ABBV,Buy,2019-08-21
HD,Buy,2019-08-21
SPLK,Buy,2019-08-21
RING,Buy,2019-08-21
NOW,Buy,2019-08-21
TWLO,Buy,2019-08-21
AYX,Buy,2019-08-21
MRK,Buy,2019-08-21
FTNT,Negative Mention,2019-08-22
PFPT,Buy,2019-08-22
CRM,Buy,2019-08-22
ZS,Buy,2019-08-22
ENPH,Positive Mention,2019-08-22
VMW,Buy,2019-08-22
CYBR,Buy,2019-08-22
VEEV,Buy,2019-08-22
XOM,Negative Mention,2019-08-22
SMAR,Buy,2019-08-22
ADBE,Buy,2019-08-22
NEE,Buy,2019-08-22
PLAN,Buy,2019-08-22
TLND,Buy,2019-08-22
OKTA,Buy,2019-08-22
COUP,Buy,2019-08-22
GIS,Buy,2019-08-22
EQC,Negative Mention,2019-08-22
WDAY,Buy,2019-08-22
SYMC,Buy,2019-08-22
VET,Sell,2019-08-26
VZ,Buy,2019-08-26
NVCR,Positive Mention,2019-08-26
MS,Negative Mention,2019-08-26
TSN,Buy,2019-08-26
ELAN,Buy,2019-08-26
CLF,Sell,2019-08-26
XLNX,Buy,2019-08-26
CYBR,Buy,2019-08-26
ZTS,Buy,2019-08-26
IDXX,Buy,2019-08-26
T,Negative Mention,2019-08-26
GLUU,Sell,2019-08-26
SBUX,Buy,2019-08-26
QSR,Positive Mention,2019-08-26
AMD,Buy,2019-08-26
GSK,Buy,2019-08-27
SBUX,Buy,2019-08-27
ENPH,Negative Mention,2019-08-27
HCAT,Buy,2019-08-27
WYNN,Sell,2019-08-27
CTL,Sell,2019-08-27
SPLK,Buy,2019-08-27
UPLD,Negative Mention,2019-08-27
COLD,Buy,2019-08-27
RRGB,Sell,2019-08-27
BYND,Negative Mention,2019-09-05
CRM,Buy,2019-09-05
HD,Buy,2019-09-05
AAPL,Buy,2019-09-05
CVNA,Buy,2019-09-05
TMUS,Buy,2019-09-05
STWD,Buy,2019-09-05
YUM,Buy,2019-09-05
ROKU,Buy,2019-09-05
MSFT,Buy,2019-09-05
OKTA,Buy,2019-09-05
TGT,Buy,2019-09-05
UNP,Positive Mention,2019-09-05
WMT,Buy,2019-09-05
SHOP,Buy,2019-09-05
GWPH,Buy,2019-09-05
NFLX,Negative Mention,2019-09-05
NOW,Buy,2019-09-05
GOLD,Buy,2019-09-05
AVGO,Buy,2019-09-06
CDNS,Sell,2019-09-06
HD,Buy,2019-09-06
CPB,Buy,2019-09-06
KR,Negative Mention,2019-09-06
RH,Buy,2019-09-06
ETSY,Positive Mention,2019-09-06
HOME,Buy,2019-09-06
NEO,Buy,2019-09-06
COST,Buy,2019-09-06
TGT,Buy,2019-09-06
WMT,Buy,2019-09-06
ZS,Buy,2019-09-06
YETI,Negative Mention,2019-09-06
BA,Positive Mention,2019-09-09
WM,Positive Mention,2019-09-09
CRK,Sell,2019-09-09
CRWD,Negative Mention,2019-09-09
AIMT,Buy,2019-09-09
DLTR,Buy,2019-09-09
SHOP,Negative Mention,2019-09-09
AAPL,Buy,2019-09-09
CRM,Buy,2019-09-09
LULU,Buy,2019-09-09
MTN,Buy,2019-09-09
SBUX,Buy,2019-09-09
AYX,Buy,2019-09-09
T,Buy,2019-09-09
BGS,Sell,2019-09-09
ZM,Buy,2019-09-09
OKTA,Buy,2019-09-09
DG,Buy,2019-09-10
KW,Buy,2019-09-10
M,Sell,2019-09-10
C,Sell,2019-09-10
MSI,Buy,2019-09-10
OKE,Buy,2019-09-10
DLTR,Buy,2019-09-10
COST,Buy,2019-09-10
PAYS,Buy,2019-09-10
HEI,Buy,2019-09-10
SLB,Sell,2019-09-10
VMW,Buy,2019-09-10
MA,Buy,2019-09-10
PLNT,Positive Mention,2019-09-10
BURL,Buy,2019-09-11
MGPI,Sell,2019-09-11
MIK,Sell,2019-09-11
PRTY,Sell,2019-09-11
SBUX,Buy,2019-09-11
RIO,Buy,2019-09-11
PPC,Buy,2019-09-11
SRPT,Negative Mention,2019-09-11
CMG,Buy,2019-09-11
PINS,Buy,2019-09-11
SQ,Buy,2019-09-11
AAPL,Buy,2019-09-11
SHOP,Buy,2019-09-11
SPLK,Buy,2019-09-11
NFLX,Negative Mention,2019-09-11
VMW,Buy,2019-09-11
DG,Buy,2019-09-11
OXY,Sell,2019-09-11
IOVA,Positive Mention,2019-09-13
ARWR,Buy,2019-09-13
AXDX,Sell,2019-09-13
SDC,Positive Mention,2019-09-13
NVS,Buy,2019-09-13
DE,Negative Mention,2019-09-13
WDAY,Positive Mention,2019-09-13
KRYS,Negative Mention,2019-09-13
NVDA,Negative Mention,2019-09-13
MEDP,Buy,2019-09-13
TTMI,Sell,2019-09-13
SPLK,Positive Mention,2019-09-13
RGNX,Buy,2019-09-13
CAT,Negative Mention,2019-09-13
PVH,Negative Mention,2019-09-13
WFC,Positive Mention,2019-09-13
RAD,Sell,2019-09-13
ENPH,Negative Mention,2019-09-13
MMM,Negative Mention,2019-09-13
TREX,Negative Mention,2019-09-13
CBAY,Sell,2019-09-13
ALC,Buy,2019-09-13
NET,Sell,2019-09-16
AAL,Negative Mention,2019-09-16
DVA,Buy,2019-09-16
WDAY,Buy,2019-09-16
SPLK,Buy,2019-09-16
TWLO,Buy,2019-09-16
MCD,Buy,2019-09-16
LHX,Buy,2019-09-16
RING,Buy,2019-09-16
ZEN,Buy,2019-09-16
CRM,Positive Mention,2019-09-16
DT,Buy,2019-09-16
RTN,Buy,2019-09-16
LMT,Buy,2019-09-16
ULTA,Positive Mention,2019-09-16
CLF,Negative Mention,2019-09-16
ADBE,Buy,2019-09-16
COUP,Buy,2019-09-16
VLY,Buy,2019-09-16
FIVN,Buy,2019-09-16
ADBE,Buy,2019-09-17
NVDA,Buy,2019-09-17
FSLY,Sell,2019-09-17
CBRL,Buy,2019-09-17
CNC,Buy,2019-09-17
MSFT,Buy,2019-09-17
AAPL,Buy,2019-09-17
KFY,Buy,2019-09-17
LCI,Sell,2019-09-17
ULTA,Buy,2019-09-17
CMG,Buy,2019-09-17
TTD,Buy,2019-09-18
AEP,Buy,2019-09-18
MU,Buy,2019-09-18
TECD,Buy,2019-09-18
COST,Buy,2019-09-18
SNAP,Positive Mention,2019-09-18
NFG,Buy,2019-09-18
ADBE,Buy,2019-09-18
ED,Buy,2019-09-18
FDX,Negative Mention,2019-09-18
AGCO,Buy,2019-09-18
GE,Negative Mention,2019-09-18
CRON,Buy,2019-09-18
WEN,Buy,2019-09-19
WDC,Negative Mention,2019-09-19
DOCU,Buy,2019-09-19
COST,Buy,2019-09-19
ETSY,Buy,2019-09-19
T,Buy,2019-09-19
MSFT,Buy,2019-09-19
MU,Buy,2019-09-19
RVLV,Buy,2019-09-19
CWEN,Buy,2019-09-19
EXPE,Buy,2019-09-19
CMG,Buy,2019-09-19
APPS,Negative Mention,2019-09-20
MU,Sell,2019-09-20
TMO,Buy,2019-09-20
NKE,Negative Mention,2019-09-20
SBUX,Buy,2019-09-20
KMX,Negative Mention,2019-09-20
KBH,Buy,2019-09-20
ZS,Buy,2019-09-20
ABBV,Buy,2019-09-20
CAG,Positive Mention,2019-09-20
AAPL,Buy,2019-09-20
YUMC,Buy,2019-09-20
FNKO,Buy,2019-09-20
BBY,Negative Mention,2019-09-20
PG,Buy,2019-09-20
EL,Buy,2019-09-20
LHX,Buy,2019-09-20
KTOS,Negative Mention,2019-09-20
HPQ,Negative Mention,2019-09-20
CTAS,Buy,2019-09-20
ACN,Buy,2019-09-20
BSX,Buy,2019-09-20
BMY,Negative Mention,2019-09-20
VFC,Buy,2019-09-20
KFY,Negative Mention,2019-09-20
SRPT,Sell,2019-09-23
EXAS,Buy,2019-09-23
NEE,Buy,2019-09-23
CVM,Positive Mention,2019-09-23
MFA,Sell,2019-09-23
UBER,Negative Mention,2019-09-23
CGC,Buy,2019-09-23
PYPL,Buy,2019-09-23
NTNX,Buy,2019-09-23
FIS,Buy,2019-09-23
T,Buy,2019-09-23
SO,Positive Mention,2019-09-24
D,Buy,2019-09-24
GWPH,Buy,2019-09-24
WTR,Buy,2019-09-24
SMG,Negative Mention,2019-09-24
QCOM,Buy,2019-09-24
STMP,Sell,2019-09-24
DIS,Buy,2019-09-24
FUN,Buy,2019-09-25
DIS,Positive Mention,2019-09-25
SHAK,Negative Mention,2019-09-25
TWTR,Positive Mention,2019-09-25
DLTR,Buy,2019-09-25
HAL,Sell,2019-09-25
VTR,Buy,2019-09-25
WHR,Buy,2019-09-25
TWLO,Buy,2019-09-25
CRWD,Buy,2019-09-25
NKE,Buy,2019-09-25
WELL,Negative Mention,2019-09-25
CRM,Positive Mention,2019-09-25
SIX,Positive Mention,2019-09-25
JBL,Buy,2019-09-26
CRON,Positive Mention,2019-09-26
GEL,Sell,2019-09-26
CI,Negative Mention,2019-09-26
UNH,Buy,2019-09-26
AMD,Buy,2019-09-26
TMHC,Buy,2019-09-26
ATVI,Negative Mention,2019-09-26
TTWO,Buy,2019-09-26
KBH,Buy,2019-09-26
SCS,Buy,2019-09-26
LYFT,Sell,2019-09-26
PTON,Sell,2019-09-27
GSK,Buy,2019-09-27
CAG,Buy,2019-09-27
PLNT,Negative Mention,2019-09-27
SFIX,Buy,2019-09-27
AZN,Buy,2019-09-27
WMT,Negative Mention,2019-09-27
NOK,Sell,2019-09-27
MKC,Buy,2019-09-27
PG,Negative Mention,2019-09-27
LOPE,Sell,2019-09-27
EMR,Negative Mention,2019-09-27
LEN,Buy,2019-09-27
PEP,Buy,2019-09-27
V,Buy,2019-09-27
AXP,Buy,2019-09-27
UTX,Buy,2019-09-27
NVS,Buy,2019-09-27
AAPL,Negative Mention,2019-09-27
MSFT,Negative Mention,2019-09-27
STZ,Buy,2019-09-27
COST,Buy,2019-09-27
SDC,Sell,2019-09-27
ENPH,Buy,2019-10-04
ARE,Buy,2019-10-04
AVB,Buy,2019-10-04
CLX,Buy,2019-10-04
F,Negative Mention,2019-10-04
HST,Negative Mention,2019-10-04
KSS,Positive Mention,2019-10-04
LEVI,Negative Mention,2019-10-04
MU,Buy,2019-10-04
KEM,Buy,2019-10-04
EQIX,Buy,2019-10-04
VTR,Buy,2019-10-04
HRL,Buy,2019-10-04
HBI,Negative Mention,2019-10-04
M,Positive Mention,2019-10-04
GS,Buy,2019-10-04
NKE,Buy,2019-10-04
KIM,Buy,2019-10-04
SFIX,Buy,2019-10-04
GM,Negative Mention,2019-10-04
DPZ,Negative Mention,2019-10-04
WEN,Buy,2019-10-04
AAPL,Buy,2019-10-04
GWPH,Negative Mention,2019-10-07
CCL,Buy,2019-10-07
FUN,Buy,2019-10-07
RNG,Buy,2019-10-07
COST,Buy,2019-10-07
AAPL,Buy,2019-10-07
LDOS,Buy,2019-10-07
SPOT,Sell,2019-10-07
NEWR,Negative Mention,2019-10-07
SIX,Negative Mention,2019-10-07
DIS,Buy,2019-10-07
DPZ,Buy,2019-10-08
GILD,Negative Mention,2019-10-08
BP,Negative Mention,2019-10-08
KR,Sell,2019-10-08
BA,Negative Mention,2019-10-08
TGT,Buy,2019-10-08
NVDA,Negative Mention,2019-10-08
EMR,Buy,2019-10-08
M,Negative Mention,2019-10-08
WMT,Buy,2019-10-08
COST,Buy,2019-10-08
RMBS,Sell,2019-10-08
GM,Negative Mention,2019-10-08
ROKU,Negative Mention,2019-10-08
VTR,Buy,2019-10-08
CGC,Positive Mention,2019-10-08
HEXO,Sell,2019-10-08
CXW,Sell,2019-10-10
NVDA,Negative Mention,2019-10-10
GM,Negative Mention,2019-10-10
CSCO,Negative Mention,2019-10-10
HRL,Buy,2019-10-10
BA,Negative Mention,2019-10-10
VZ,Buy,2019-10-10
NLY,Sell,2019-10-10
NFLX,Negative Mention,2019-10-11
HON,Negative Mention,2019-10-11
UNH,Buy,2019-10-11
MGM,Buy,2019-10-11
WEN,Buy,2019-10-11
C,Buy,2019-10-11
BAC,Positive Mention,2019-10-11
JPM,Buy,2019-10-11
BLFS,Buy,2019-10-11
WFC,Positive Mention,2019-10-11
BOOT,Buy,2019-10-11
GS,Buy,2019-10-11
MS,Buy,2019-10-11
IBM,Buy,2019-10-11
TER,Buy,2019-10-11
INMD,Buy,2019-10-11
UNP,Negative Mention,2019-10-11
TEVA,Sell,2019-10-11
KO,Buy,2019-10-11
SLB,Negative Mention,2019-10-11
WDAY,Buy,2019-10-11
AXP,Buy,2019-10-11
M,Negative Mention,2019-10-16
BAC,Buy,2019-10-16
UNH,Buy,2019-10-16
TMO,Buy,2019-10-16
HOME,Sell,2019-10-16
CRM,Buy,2019-10-16
KSS,Negative Mention,2019-10-16
SHOP,Buy,2019-10-16
WEX,Buy,2019-10-16
PG,Buy,2019-10-16
UAL,Positive Mention,2019-10-16
CGC,Negative Mention,2019-10-16
ALDR,Sell,2019-10-16
JPM,Buy,2019-10-16
CSX,Positive Mention,2019-10-16
ABBV,Buy,2019-10-16
WDAY,Negative Mention,2019-10-16
SLB,Negative Mention,2019-10-16
ARWR,Buy,2019-10-17
FUN,Buy,2019-10-17
CSX,Positive Mention,2019-10-17
SAM,Buy,2019-10-17
UNP,Positive Mention,2019-10-17
HON,Buy,2019-10-17
URI,Buy,2019-10-17
ZBRA,Buy,2019-10-17
BA,Negative Mention,2019-10-17
UNH,Buy,2019-10-17
SDC,Sell,2019-10-17
NFLX,Sell,2019-10-17
DHR,Buy,2019-10-18
MU,Buy,2019-10-18
MCD,Buy,2019-10-18
CY,Sell,2019-10-18
